Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source
CC(C)c1ccc(O)cc1,CC(C)c1ccc(O)cc1,undefined,flavor_db
CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(O)cc1,sweet,flavor_db
COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,sweet,flavor_db
COc1ccc(C(=O)O)cc1,COc1ccc(C(=O)O)cc1,sweet,flavor_db
C=Cc1ccccc1,C=Cc1ccccc1,sweet,flavor_db
N#Cc1ccccc1,N#Cc1ccccc1,undefined,flavor_db
SCc1ccccc1,SCc1ccccc1,undefined,flavor_db
COc1ccccc1,COc1ccccc1,undefined,flavor_db
CSc1ccccc1,CSc1ccccc1,undefined,flavor_db
CCc1ccccn1,CCc1ccccn1,undefined,flavor_db
COC(=O)Cc1ccccc1,COC(=O)Cc1ccccc1,sweet,flavor_db
c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,undefined,flavor_db
CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,sweet,flavor_db
CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,bitter,flavor_db
O=C(Cc1ccccc1)Cc1ccccc1,O=C(Cc1ccccc1)Cc1ccccc1,bitter,flavor_db
COc1ccc(COC(=O)Cc2ccccc2)cc1,COc1ccc(COC(=O)Cc2ccccc2)cc1,undefined,flavor_db
CC(C)CCOC(=O)Cc1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,sweet,flavor_db
O=C(Cc1ccccc1)OCCc1ccccc1,O=C(Cc1ccccc1)OCCc1ccccc1,sweet,flavor_db
CCCN(CCC)CCC,CCCN(CCC)CCC,undefined,flavor_db
CC(C)(O)CCc1ccccc1,CC(C)(O)CCc1ccccc1,undefined,flavor_db
CC(=O)OC(C)(C)CCc1ccccc1,CC(=O)OC(C)(C)CCc1ccccc1,sweet,flavor_db
COC(=O)CCc1ccccc1,COC(=O)CCc1ccccc1,undefined,flavor_db
CC(C)C(=O)OCc1ccccc1,CC(C)C(=O)OCc1ccccc1,sweet,flavor_db
CCCC(=O)OCc1ccccc1,CCCC(=O)OCc1ccccc1,undefined,flavor_db
CC(C)CC(=O)OCc1ccccc1,CC(C)CC(=O)OCc1ccccc1,sweet,flavor_db
CC(=O)OCCc1ccccc1,CC(=O)OCCc1ccccc1,sweet,flavor_db
CC(C)C(=O)OCCc1ccccc1,CC(C)C(=O)OCCc1ccccc1,bitter,flavor_db
c1ccc(COCc2ccccc2)cc1,c1ccc(COCc2ccccc2)cc1,sweet,flavor_db
CCCC(=O)OCCc1ccccc1,CCCC(=O)OCCc1ccccc1,sweet,flavor_db
CC(C)C(=O)OCCCc1ccccc1,CC(C)C(=O)OCCCc1ccccc1,sweet,flavor_db
CC(C)C(=O)OCCCc1ccccc1,CC(C)C(=O)OCCCc1ccccc1,bitter,flavor_db
Cc1ccc(OC(=O)C(C)C)cc1,Cc1ccc(OC(=O)C(C)C)cc1,undefined,flavor_db
COc1ccc(COC(C)=O)cc1,COc1ccc(COC(C)=O)cc1,sweet,flavor_db
CCCc1ccc(OC)cc1,CCCc1ccc(OC)cc1,sweet,flavor_db
CCCCC1CCC(=O)O1,CCCCC1CCC(=O)O1,sweet,flavor_db
O=CCCc1ccccc1,O=CCCc1ccccc1,undefined,flavor_db
O=COCc1ccccc1,O=COCc1ccccc1,undefined,flavor_db
CCCCCC1CCC(=O)O1,CCCCCC1CCC(=O)O1,sweet,flavor_db
O=COCCc1ccccc1,O=COCCc1ccccc1,bitter,flavor_db
CCCCCCCC1CCC(=O)O1,CCCCCCCC1CCC(=O)O1,undefined,flavor_db
CCCCC(CC)CO,CCCCC(CC)CO,sweet,flavor_db
Cc1ccc(C=O)cc1,Cc1ccc(C=O)cc1,undefined,flavor_db
CCc1ccc(C)nc1,CCc1ccc(C)nc1,undefined,flavor_db
COc1ccc(C)cc1,COc1ccc(C)cc1,undefined,flavor_db
CC(C)COC(=O)CCc1ccco1,CC(C)COC(=O)CCc1ccco1,sweet,flavor_db
COc1ccc(CO)cc1,COc1ccc(CO)cc1,sweet,flavor_db
CCCC1CCC(=O)O1,CCCC1CCC(=O)O1,sweet,flavor_db
CCOC(=O)CC,CCOC(=O)CC,sweet,flavor_db
CCC(C)CC(=O)O,CCC(C)CC(=O)O,sour,flavor_db
COC(=O)CC(C)=O,COC(=O)CC(C)=O,undefined,flavor_db
CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,sweet,flavor_db
CCCC(=O)OCC,CCCC(=O)OCC,undefined,flavor_db
CCOC(C)OCC,CCOC(C)OCC,sweet,flavor_db
CCCOC(=O)CCC,CCCOC(=O)CCC,sweet,flavor_db
CCC(=O)OCCC(C)C,CCC(=O)OCCC(C)C,sweet,flavor_db
CCC(=O)OCCC(C)C,CCC(=O)OCCC(C)C,bitter,flavor_db
CCCCCC(=O)OCC(C)C,CCCCCC(=O)OCC(C)C,sweet,flavor_db
CC(C)=CCCC(C)CCOC=O,CC(C)=CCCC(C)CCOC=O,undefined,flavor_db
C=C(C)CCCC(C)CCOC(=O)CC,C=C(C)CCCC(C)CCOC(=O)CC,undefined,flavor_db
CCCOC(=O)CCCCC(=O)OCCC,CCCOC(=O)CCCCC(=O)OCCC,undefined,flavor_db
CC(C)=CCCC(C)CCO,CC(C)=CCCC(C)CCO,undefined,flavor_db
CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC=O,sweet,flavor_db
CCCC(=O)OCCC(C)C,CCCC(=O)OCCC(C)C,undefined,flavor_db
CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,undefined,flavor_db
CCCC(=O)OC(=O)CCC,CCCC(=O)OC(=O)CCC,undefined,flavor_db
CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,sweet,flavor_db
CCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCC(=O)OCC,sweet,flavor_db
CCCCC(=O)CC,CCCCC(=O)CC,undefined,flavor_db
CCCOC(=O)CC,CCCOC(=O)CC,sweet,flavor_db
COC(=O)CCC(=O)OC,COC(=O)CCC(=O)OC,sweet,flavor_db
OCCCCC(O)CO,OCCCCC(O)CO,sweet,flavor_db
CCCCCC(=O)OC,CCCCCC(=O)OC,sweet,flavor_db
CCCCCCC(=O)OC,CCCCCCC(=O)OC,sweet,flavor_db
C=CC=O,C=CC=O,undefined,flavor_db
CCCS,CCCS,sweet,flavor_db
CCCN,CCCN,undefined,flavor_db
C=CCO,C=CCO,undefined,flavor_db
CC(CC=O)CCCC(C)(C)O,CC(CC=O)CCCC(C)(C)O,sweet,flavor_db
CC(C)CCN,CC(C)CCN,undefined,flavor_db
CCCC(C)=O,CCCC(C)=O,sweet,flavor_db
CC(=O)CC(C)C,CC(=O)CC(C)C,undefined,flavor_db
CC(=O)OC(C)C,CC(=O)OC(C)C,sweet,flavor_db
C=C(C)OC(C)=O,C=C(C)OC(C)=O,sweet,flavor_db
CC(=O)OC(C)=O,CC(=O)OC(C)=O,undefined,flavor_db
CC1CCC(=O)O1,CC1CCC(=O)O1,sweet,flavor_db
Cc1cccc(C)c1,Cc1cccc(C)c1,undefined,flavor_db
Cc1cccc(C)n1,Cc1cccc(C)n1,undefined,flavor_db
Cc1cncc(C)n1,Cc1cncc(C)n1,undefined,flavor_db
COC(=O)CC(=O)OC,COC(=O)CC(=O)OC,undefined,flavor_db
CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,sweet,flavor_db
CC(C)CC(O)CC(C)C,CC(C)CC(O)CC(C)C,undefined,flavor_db
CC(C)CC(=O)CC(C)C,CC(C)CC(=O)CC(C)C,undefined,flavor_db
OC1CCCCC1,OC1CCCCC1,undefined,flavor_db
O=C1CCCCC1,O=C1CCCCC1,undefined,flavor_db
Sc1ccccc1,Sc1ccccc1,undefined,flavor_db
CC1CCCCN1,CC1CCCCN1,undefined,flavor_db
Cc1cnccn1,Cc1cnccn1,undefined,flavor_db
CCCCOC(=O)CC(C)C,CCCCOC(=O)CC(C)C,sweet,flavor_db
CCCCOC(=O)CCC,CCCCOC(=O)CCC,sweet,flavor_db
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,undefined,flavor_db
CCCCC(=O)O,CCCCC(=O)O,sour,flavor_db
CCCOC(C)=O,CCCOC(C)=O,bitter,flavor_db
CCCCC,CCCCC,undefined,flavor_db
CCCCN,CCCCN,undefined,flavor_db
CCCCS,CCCCS,undefined,flavor_db
SCCCS,SCCCS,undefined,flavor_db
CCNCC,CCNCC,undefined,flavor_db
CCON=O,CCON=O,undefined,flavor_db
c1cc[nH]c1,c1cc[nH]c1,sweet,flavor_db
c1ccsc1,c1ccsc1,undefined,flavor_db
CC(=O)OCC(C)C,CC(=O)OCC(C)C,sweet,flavor_db
CCCCCCCCCCCCCC(=O)OC(C)C,CCCCCCCCCCCCCC(=O)OC(C)C,undefined,flavor_db
CCCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)OCC,sweet,flavor_db
CCOC(=O)CCCCCCCCC(=O)OCC,CCOC(=O)CCCCCCCCC(=O)OCC,undefined,flavor_db
CCCCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,undefined,flavor_db
CCCCCC(C)=O,CCCCCC(C)=O,sweet,flavor_db
CC(C)CCOC=O,CC(C)CCOC=O,undefined,flavor_db
CCCCCC,CCCCCC,undefined,flavor_db
CCCCCN,CCCCCN,undefined,flavor_db
CCCCC=O,CCCCC=O,undefined,flavor_db
CCCCCS,CCCCCS,undefined,flavor_db
CCCOC=O,CCCOC=O,sweet,flavor_db
CCCOC=O,CCCOC=O,bitter,flavor_db
CCSSCC,CCSSCC,undefined,flavor_db
C1CCNCC1,C1CCNCC1,sweet,flavor_db
CCCCCCCC(=O)OC,CCCCCCCC(=O)OC,sweet,flavor_db
CCCCCC#CC(=O)OC,CCCCCC#CC(=O)OC,undefined,flavor_db
CCCCCCC(=O)O,CCCCCCC(=O)O,sour,flavor_db
CCCCCCN,CCCCCCN,undefined,flavor_db
CCCCCCO,CCCCCCO,sweet,flavor_db
CCCCCCS,CCCCCCS,undefined,flavor_db
CCOCCCO,CCOCCCO,undefined,flavor_db
CCCSCCC,CCCSCCC,undefined,flavor_db
CCCCCCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCCCCCC(=O)OCC,undefined,flavor_db
C=CCCCCCC,C=CCCCCCC,undefined,flavor_db
CCCCCCCO,CCCCCCCO,sweet,flavor_db
CCCCCCC=O,CCCCCCC=O,undefined,flavor_db
CCCCCCC#CC(=O)OC,CCCCCCC#CC(=O)OC,undefined,flavor_db
C=CCCCCCCCCC(=O)OC,C=CCCCCCCCCC(=O)OC,undefined,flavor_db
CCCCCCCCCCCC(=O)OC,CCCCCCCCCCCC(=O)OC,undefined,flavor_db
CCCCCCCCC,CCCCCCCCC,undefined,flavor_db
CCCCCCCCC(=O)O,CCCCCCCCC(=O)O,undefined,flavor_db
CCCCCCCOC(C)=O,CCCCCCCOC(C)=O,undefined,flavor_db
CCCCCCCCCC(C)=O,CCCCCCCCCC(C)=O,undefined,flavor_db
CCCCCCCCOC(C)=O,CCCCCCCCOC(C)=O,undefined,flavor_db
CCCCCCCCCCOC(C)=O,CCCCCCCCCCOC(C)=O,undefined,flavor_db
CCCCCCCOC=O,CCCCCCCOC=O,undefined,flavor_db
CCCCCCCCCCO,CCCCCCCCCCO,sweet,flavor_db
CCCCCCCCCC=O,CCCCCCCCCC=O,sweet,flavor_db
CCCCCCCCOC=O,CCCCCCCCOC=O,undefined,flavor_db
CCCCCCCCCCC(=O)O,CCCCCCCCCCC(=O)O,undefined,flavor_db
CCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCC(=O)OC,undefined,flavor_db
CCCCCCCCCCCC,CCCCCCCCCCCC,undefined,flavor_db
CCCCCCCCCCCO,CCCCCCCCCCCO,undefined,flavor_db
C=CCCCCCCCCCO,C=CCCCCCCCCCO,undefined,flavor_db
CCCCCCCCCCC=O,CCCCCCCCCCC=O,sweet,flavor_db
C=CCCCCCCCCC=O,C=CCCCCCCCCC=O,undefined,flavor_db
CCCCCCCCCCCCO,CCCCCCCCCCCCO,undefined,flavor_db
CCCCCCCCCCCC=O,CCCCCCCCCCCC=O,undefined,flavor_db
CCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC,undefined,flavor_db
CCCCCCCCCCCCOC(C)=O,CCCCCCCCCCCCOC(C)=O,sweet,flavor_db
CCCCCCCCCCCCCO,CCCCCCCCCCCCCO,undefined,flavor_db
CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,undefined,flavor_db
CCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCO,undefined,flavor_db
CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC,undefined,flavor_db
C=CC(C)(C)O,C=CC(C)(C)O,undefined,flavor_db
C=CC(C)(CCC=C(C)C)OC(C)=O,C=CC(C)(CCC=C(C)C)OC(C)=O,sweet,flavor_db
CC1CC(O)CC(C)(C)C1,CC1CC(O)CC(C)(C)C1,undefined,flavor_db
CCC(C)C(=O)O,CCC(C)C(=O)O,sour,flavor_db
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,sweet,flavor_db
O=C(Oc1ccccc1)c1ccccc1O,O=C(Oc1ccccc1)c1ccccc1O,sweet,flavor_db
O=C(OCc1ccccc1)c1ccccc1O,O=C(OCc1ccccc1)c1ccccc1O,sweet,flavor_db
CCOC(=O)c1ccccc1O,CCOC(=O)c1ccccc1O,sweet,flavor_db
Cc1occc(=O)c1O,Cc1occc(=O)c1O,sweet,flavor_db
CC(=O)c1ccccc1O,CC(=O)c1ccccc1O,sweet,flavor_db
c1ccc2cnccc2c1,c1ccc2cnccc2c1,sweet,flavor_db
COc1ccc(C=O)cc1OC,COc1ccc(C=O)cc1OC,sweet,flavor_db
CCC(=O)OC(C)c1ccccc1,CCC(=O)OC(C)c1ccccc1,sweet,flavor_db
CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,undefined,flavor_db
O=Cc1ccc2c(c1)OCO2,O=Cc1ccc2c(c1)OCO2,sweet,flavor_db
O=Cc1ccc2c(c1)OCO2,O=Cc1ccc2c(c1)OCO2,bitter,flavor_db
O=C1CCCC1,O=C1CCCC1,undefined,flavor_db
CCOc1cc(C=O)ccc1O,CCOc1cc(C=O)ccc1O,sweet,flavor_db
COc1cc(C(=O)O)ccc1O,COc1cc(C(=O)O)ccc1O,sweet,flavor_db
CCOC(=O)C1OC1c1ccccc1,CCOC(=O)C1OC1c1ccccc1,sweet,flavor_db
CCN(CC)CC,CCN(CC)CC,undefined,flavor_db
COC(=O)c1ccc(OC)cc1,COC(=O)c1ccc(OC)cc1,sweet,flavor_db
CC(=O)c1ccc(C)cc1,CC(=O)c1ccc(C)cc1,sweet,flavor_db
CC(=O)c1ccc(C)cc1,CC(=O)c1ccc(C)cc1,bitter,flavor_db
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,undefined,flavor_db
Nc1ccccc1C(=O)OCCc1ccccc1,Nc1ccccc1C(=O)OCCc1ccccc1,sweet,flavor_db
COc1cc(C=O)cc(OC)c1O,COc1cc(C=O)cc(OC)c1O,sweet,flavor_db
COc1ccccc1C=O,COc1ccccc1C=O,sweet,flavor_db
CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1,undefined,flavor_db
Cc1ccccc1S,Cc1ccccc1S,undefined,flavor_db
CCC(C)CO,CCC(C)CO,undefined,flavor_db
CCCCOC(=O)C(C)O,CCCCOC(=O)C(C)O,undefined,flavor_db
C=C(C)C1CCC(C)(O)CC1,C=C(C)C1CCC(C)(O)CC1,undefined,flavor_db
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,sweet,flavor_db
O=Cc1ccc(O)c(O)c1,O=Cc1ccc(O)c(O)c1,bitter,flavor_db
CC(=O)OCc1ccccc1,CC(=O)OCc1ccccc1,sweet,flavor_db
CC(=O)OCc1ccccc1,CC(=O)OCc1ccccc1,bitter,flavor_db
CC(C)CC(=O)OCCc1ccccc1,CC(C)CC(=O)OCCc1ccccc1,sweet,flavor_db
CC(C)CC(=O)OCCc1ccccc1,CC(C)CC(=O)OCCc1ccccc1,bitter,flavor_db
CC(=O)Oc1ccc(C)cc1,CC(=O)Oc1ccc(C)cc1,undefined,flavor_db
C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,sweet,flavor_db
C=CC(=O)OCC,C=CC(=O)OCC,undefined,flavor_db
CC(C)COC(=O)CCCCC(=O)OCC(C)C,CC(C)COC(=O)CCCCC(=O)OCC(C)C,undefined,flavor_db
CCC(=O)OCCC(C)CCC=C(C)C,CCC(=O)OCCC(C)CCC=C(C)C,bitter,flavor_db
CCCC(=O)OCCC(C)CCC=C(C)C,CCCC(=O)OCCC(C)CCC=C(C)C,sweet,flavor_db
CCOC(C)=O,CCOC(C)=O,sweet,flavor_db
CC(=O)C=C(C)C,CC(=O)C=C(C)C,sweet,flavor_db
COC(CC(C)CCCC(C)(C)O)OC,COC(CC(C)CCCC(C)(C)O)OC,undefined,flavor_db
CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,undefined,flavor_db
C=CCOC(=O)CCCCCC,C=CCOC(=O)CCCCCC,sweet,flavor_db
CCCCCC(=O)O,CCCCCC(=O)O,sour,flavor_db
CCCCCCC,CCCCCCC,sweet,flavor_db
CCCCCCCCCCCCCCCC(=O)OC(C)C,CCCCCCCCCCCCCCCC(=O)OC(C)C,undefined,flavor_db
CCCCCCOC(C)=O,CCCCCCOC(C)=O,sweet,flavor_db
CCCCCCOC(C)=O,CCCCCCOC(C)=O,bitter,flavor_db
CCCCCCCCCOC(C)=O,CCCCCCCCCOC(C)=O,sweet,flavor_db
COC(C(O)C=O)C(O)C(O)CO,COC(C(O)C=O)C(O)C(O)CO,sweet,flavor_db
c1ccc(CSSCc2ccccc2)cc1,c1ccc(CSSCc2ccccc2)cc1,undefined,flavor_db
COc1ccc(OC)cc1,COc1ccc(OC)cc1,sweet,flavor_db
CC(=O)OCCC(C)CCC=C(C)C,CC(=O)OCCC(C)CCC=C(C)C,undefined,flavor_db
CC(=O)OC(C)(C)Cc1ccccc1,CC(=O)OC(C)(C)Cc1ccccc1,sweet,flavor_db
COc1cccc(OC)c1,COc1cccc(OC)c1,sour,flavor_db
c1cscn1,c1cscn1,undefined,flavor_db
c1cnccn1,c1cnccn1,sweet,flavor_db
CC(=O)OCc1ccc2c(c1)OCO2,CC(=O)OCc1ccc2c(c1)OCO2,sweet,flavor_db
CC(=O)c1cccnc1,CC(=O)c1cccnc1,sweet,flavor_db
CCSCC,CCSCC,undefined,flavor_db
CC(=O)CCC=C(C)C,CC(=O)CCC=C(C)C,bitter,flavor_db
CC1=C(C=O)C(C)(C)CCC1,CC1=C(C=O)C(C)(C)CCC1,sweet,flavor_db
CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(CC1)O2,undefined,flavor_db
Cc1ccc2c(c1)C(C(C)C)CCC2C,Cc1ccc2c(c1)C(C(C)C)CCC2C,undefined,flavor_db
C=CCc1cc2c(c(OC)c1OC)OCO2,C=CCc1cc2c(c(OC)c1OC)OCO2,undefined,flavor_db
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,undefined,flavor_db
C=CCc1cc(OC)c(OC)c(OC)c1,C=CCc1cc(OC)c(OC)c(OC)c1,undefined,flavor_db
CC1=CC(O)C(C(C)C)CC1,CC1=CC(O)C(C(C)C)CC1,undefined,flavor_db
CCCC(=O)c1ccccc1,CCCC(=O)c1ccccc1,undefined,flavor_db
O=C1C=CCO1,O=C1C=CCO1,undefined,flavor_db
CC1CCC(C(C)(C)O)CC1,CC1CCC(C(C)(C)O)CC1,sweet,flavor_db
CC1CCC(C(C)C)CC1=O,CC1CCC(C(C)C)CC1=O,undefined,flavor_db
Cc1ccc(C(C)C)cc1O,Cc1ccc(C(C)C)cc1O,undefined,flavor_db
OCCc1ccc(O)cc1,OCCc1ccc(O)cc1,sweet,flavor_db
CC(C)=CCCC(C)CC(=O)O,CC(C)=CCCC(C)CC(=O)O,undefined,flavor_db
C=CC(=C)CCC=C(C)CCC=C(C)C,C=CC(=C)CCC=C(C)CCC=C(C)C,undefined,flavor_db
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,undefined,flavor_db
CC(C)CC(=O)O,CC(C)CC(=O)O,sour,flavor_db
CSCCCO,CSCCCO,sweet,flavor_db
C1CSCSC1,C1CSCSC1,undefined,flavor_db
C1CSCCS1,C1CSCCS1,undefined,flavor_db
CC(=O)S,CC(=O)S,undefined,flavor_db
C=C1C2CCC(C2)C1(C)CCC=C(C)C,C=C1C2CCC(C2)C1(C)CCC=C(C)C,undefined,flavor_db
CC1C(O)CC2(C(C)C)CC12,CC1C(O)CC2(C(C)C)CC12,undefined,flavor_db
CC(C)CS,CC(C)CS,undefined,flavor_db
CC1(C)C2CC=C(CO)C1C2,CC1(C)C2CC=C(CO)C1C2,sweet,flavor_db
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,undefined,flavor_db
C=CCc1cc(OC)c2c(c1OC)OCO2,C=CCc1cc(OC)c2c(c1OC)OCO2,undefined,flavor_db
Cc1cccc(O)c1C,Cc1cccc(O)c1C,undefined,flavor_db
Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,undefined,flavor_db
Cc1ccccc1C=O,Cc1ccccc1C=O,undefined,flavor_db
COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1,sweet,flavor_db
CC(=O)Oc1ccccc1C,CC(=O)Oc1ccccc1C,sweet,flavor_db
COC(C)OC,COC(C)OC,sweet,flavor_db
Cc1ccco1,Cc1ccco1,undefined,flavor_db
Cc1ccc(C(C)O)cc1,Cc1ccc(C(C)O)cc1,sweet,flavor_db
C=C(C)C1CC=C(CO)CC1,C=C(C)C1CC=C(CO)CC1,undefined,flavor_db
CCc1cccnc1,CCc1cccnc1,undefined,flavor_db
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,undefined,flavor_db
COCc1ccccc1,COCc1ccccc1,undefined,flavor_db
CCOCc1ccccc1,CCOCc1ccccc1,undefined,flavor_db
CCCCC(=O)OCC,CCCCC(=O)OCC,sweet,flavor_db
CCOC(=O)CCC(C)=O,CCOC(=O)CCC(C)=O,sweet,flavor_db
CCCC(=O)OCC(C)C,CCCC(=O)OCC(C)C,sweet,flavor_db
CCCCCOC(=O)CCCCC,CCCCCOC(=O)CCCCC,sweet,flavor_db
CCCCCOC(=O)CCC,CCCCCOC(=O)CCC,sweet,flavor_db
CCC(=O)OCC(C)C,CCC(=O)OCC(C)C,sweet,flavor_db
SCCS,SCCS,undefined,flavor_db
CC(C)CCS,CC(C)CCS,undefined,flavor_db
CCCC(N)=O,CCCC(N)=O,undefined,flavor_db
CC(C)=CC(=O)O,CC(C)=CC(=O)O,undefined,flavor_db
Cc1csc(C)n1,Cc1csc(C)n1,undefined,flavor_db
CC1CCCCCCCCCCCCC(=O)C1,CC1CCCCCCCCCCCCC(=O)C1,sweet,flavor_db
CC(C)COC=O,CC(C)COC=O,sweet,flavor_db
CCN=C=S,CCN=C=S,undefined,flavor_db
C=CC(=C)CCCC(C)(C)O,C=CC(=C)CCCC(C)(C)O,undefined,flavor_db
CCCCCC(C)O,CCCCCC(C)O,sweet,flavor_db
N#CCCCC#N,N#CCCCC#N,bitter,flavor_db
CCCCSCCCC,CCCCSCCCC,undefined,flavor_db
CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,undefined,flavor_db
CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,undefined,flavor_db
CC1C(=O)CC2(C(C)C)CC12,CC1C(=O)CC2(C(C)C)CC12,undefined,flavor_db
COC(=O)C(C)C,COC(=O)C(C)C,undefined,flavor_db
CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,bitter,flavor_db
CC(=O)c1ccccc1N,CC(=O)c1ccccc1N,sweet,flavor_db
CCC(=O)OC,CCC(=O)OC,undefined,flavor_db
Cc1cccs1,Cc1cccs1,undefined,flavor_db
C=C1CCC2C(C1)C2(C)C,C=C1CCC2C(C1)C2(C)C,undefined,flavor_db
C=C1C=CC(C(C)C)CC1,C=C1C=CC(C(C)C)CC1,undefined,flavor_db
COC(=O)CC(C)C,COC(=O)CC(C)C,undefined,flavor_db
CN=C=S,CN=C=S,undefined,flavor_db
CSC#N,CSC#N,undefined,flavor_db
CC(C)=CCO,CC(C)=CCO,undefined,flavor_db
CCCOC(=O)CC(C)C,CCCOC(=O)CC(C)C,sweet,flavor_db
CCCOC(=O)CC(C)C,CCCOC(=O)CC(C)C,bitter,flavor_db
C=CO,C=CO,undefined,flavor_db
CC1=CCC(O)(C(C)C)CC1,CC1=CCC(O)(C(C)C)CC1,sweet,flavor_db
CC(=O)C(C)C,CC(=O)C(C)C,undefined,flavor_db
CCC(=O)C(C)C,CCC(=O)C(C)C,undefined,flavor_db
Cc1cccc(C)c1O,Cc1cccc(C)c1O,sweet,flavor_db
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,sweet,flavor_db
CC(=O)C(=O)c1ccccc1,CC(=O)C(=O)c1ccccc1,undefined,flavor_db
Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,undefined,flavor_db
C=CCOC(=O)c1ccccc1,C=CCOC(=O)c1ccccc1,sweet,flavor_db
CC1CCCCC1=O,CC1CCCCC1=O,undefined,flavor_db
CCC(O)CC,CCC(O)CC,sweet,flavor_db
CCCCCC(=O)C(C)=O,CCCCCC(=O)C(C)=O,undefined,flavor_db
CC1=CCC(=C(C)C)CC1,CC1=CCC(=C(C)C)CC1,sweet,flavor_db
CC(C)=C1CCC(C)(O)CC1,CC(C)=C1CCC(C)(O)CC1,undefined,flavor_db
CC(C)C1=CCC(C)(O)CC1,CC(C)C1=CCC(C)(O)CC1,undefined,flavor_db
Cc1ccc(CO)cc1,Cc1ccc(CO)cc1,undefined,flavor_db
CCC(C)CCO,CCC(C)CCO,undefined,flavor_db
CCCC(=O)CC,CCCC(=O)CC,sweet,flavor_db
CC(C)COC(=O)CC(C)C,CC(C)COC(=O)CC(C)C,sweet,flavor_db
CCCCCCCC(=O)OCCCC,CCCCCCCC(=O)OCCCC,undefined,flavor_db
CC1CCC(=O)CC1,CC1CCC(=O)CC1,undefined,flavor_db
CCCCCC(O)CC,CCCCCC(O)CC,undefined,flavor_db
CCCCOC(=O)CC,CCCCOC(=O)CC,sweet,flavor_db
CCCC(C)(C)O,CCCC(C)(C)O,undefined,flavor_db
CC(C)CC=O,CC(C)CC=O,sour,flavor_db
CC1C=CC(=O)O1,CC1C=CC(=O)O1,sweet,flavor_db
CC1CCCC(=O)C1,CC1CCCC(=O)C1,undefined,flavor_db
